DIM_COUNTRY_CODE,DIM_YEAR_CODE,DIM_GHECAUSE_TITLE,DIM_SEX_CODE,VAL_DTHS_RATE100K_NUMERIC
AFG,2021,Mesothelioma,FMLE,0.020000000
AFG,2021,Anxiety disorders,FMLE,0.000000000
AFG,2021,Epilepsy,FMLE,1.950000000
AFG,2021,Macular degeneration,FMLE,0.000000000
AFG,2021,"Cardiomyopathy, myocarditis, endocarditis",FMLE,1.060000000
AFG,2021,Appendicitis,FMLE,0.410000000
AFG,2021,Skin diseases,FMLE,0.620000000
AFG,2021,Gonorrhoea,FMLE,0.000000000
AFG,2021,Tetanus,FMLE,0.690000000
AFG,2021,Schistosomiasis,FMLE,0.000000000
AFG,2021,Cysticercosis,FMLE,0.000000000
AFG,2021,Ascariasis,FMLE,0.030000000
AFG,2021,Otitis media,FMLE,0.000000000
AFG,2021,Preterm birth complications,FMLE,46.800000000
AFG,2021,Neonatal sepsis and infections,FMLE,7.130000000
AFG,2021,"Trachea, bronchus, lung cancers",FMLE,1.710000000
AFG,2021,Leukaemia,FMLE,1.970000000
AFG,2021,Alcohol use disorders,FMLE,0.120000000
AFG,2021,Alzheimer disease and other dementias,FMLE,7.610000000
AFG,2021,Cataracts,FMLE,0.000000000
AFG,2021,Ischaemic heart disease,FMLE,79.410000000
AFG,2021,Peptic ulcer disease,FMLE,3.050000000
AFG,2021,Gallbladder and biliary diseases,FMLE,1.010000000
AFG,2021,Infertility,FMLE,0.000000000
AFG,2021,Congenital anomalies,FMLE,12.390000000
AFG,2021,Natural disasters,FMLE,1.570000000
AGO,2021,Diarrhoeal diseases,FMLE,38.510000000
AGO,2021,Encephalitis,FMLE,0.720000000
AGO,2021,Acute hepatitis C,FMLE,0.070000000
AGO,2021,Lymphatic filariasis,FMLE,0.000000000
AGO,2021,Hookworm disease,FMLE,0.000000000
AGO,2021,Oesophagus cancer,FMLE,1.430000000
AGO,2021,Corpus uteri cancer,FMLE,0.590000000
AGO,2021,Gallbladder and biliary tract cancer,FMLE,0.130000000
AGO,2021,Autism and Asperger syndrome,FMLE,0.000000000
AGO,2021,Migraine,FMLE,0.000000000
AGO,2021,Other hearing loss,FMLE,0.000000000
AGO,2021,Rheumatoid arthritis,FMLE,0.030000000
AGO,2021,Road injury,FMLE,9.550000000
AGO,2021,Interpersonal violence,FMLE,3.120000000
AGO,2021,Gonorrhoea,FMLE,0.010000000
AGO,2021,Tetanus,FMLE,1.050000000
AGO,2021,Acute hepatitis A,FMLE,0.320000000
AGO,2021,Schistosomiasis,FMLE,0.930000000
AGO,2021,Ascariasis,FMLE,0.140000000
AGO,2021,COVID-19,FMLE,20.450000000
AGO,2021,Neonatal sepsis and infections,FMLE,5.560000000
AGO,2021,Breast cancer,FMLE,9.180000000
AGO,2021,Mesothelioma,FMLE,0.010000000
AGO,2021,Anxiety disorders,FMLE,0.000000000
AGO,2021,Epilepsy,FMLE,2.170000000
AGO,2021,Macular degeneration,FMLE,0.000000000
AGO,2021,"Cardiomyopathy, myocarditis, endocarditis",FMLE,6.840000000
AGO,2021,Appendicitis,FMLE,0.310000000
AGO,2021,Gallbladder and biliary diseases,FMLE,1.030000000
AGO,2021,Skin diseases,FMLE,2.150000000
AGO,2021,Chlamydia,FMLE,0.050000000
AGO,2021,Measles,FMLE,1.220000000
AGO,2021,Chagas disease,FMLE,0.000000000
AGO,2021,Food-bourne trematodes,FMLE,0.000000000
AGO,2021,Leprosy,FMLE,0.000000000
AGO,2021,Maternal conditions,FMLE,19.610000000
AGO,2021,Birth asphyxia and birth trauma,FMLE,22.640000000
AGO,2021,Iron-deficiency anaemia,FMLE,0.000000000
AGO,2021,Pancreas cancer,FMLE,0.500000000
AGO,2021,Melanoma and other skin cancers,FMLE,0.800000000
AGO,2021,Brain and nervous system cancers,FMLE,1.730000000
AGO,2021,Thyroid cancer,FMLE,0.230000000
AGO,2021,"Lymphomas, multiple myeloma",FMLE,1.950000000
AGO,2021,Sickle cell disorders and trait,FMLE,2.550000000
AGO,2021,Schizophrenia,FMLE,0.000000000
AGO,2021,Glaucoma,FMLE,0.000000000
AGO,2021,Hypertensive heart disease,FMLE,27.670000000
AGO,2021,Paralytic ileus and intestinal obstruction,FMLE,2.160000000
AGO,2021,Drowning,FMLE,4.610000000
AGO,2021,Whooping cough,FMLE,8.740000000
AGO,2021,Malaria,FMLE,52.960000000
AGO,2021,Trachoma,FMLE,0.000000000
AGO,2021,Upper respiratory infections,FMLE,0.530000000
AGO,2021,Iodine deficiency,FMLE,0.000000000
AGO,2021,Colon and rectum cancers,FMLE,1.860000000
AGO,2021,Prostate cancer,FMLE,0.000000000
AGO,2021,Depressive disorders,FMLE,0.000000000
AGO,2021,Idiopathic intellectual disability,FMLE,0.000000000
AGO,2021,Asthma,FMLE,6.150000000
AGO,2021,Pancreatitis,FMLE,0.130000000
AGO,2021,Benign prostatic hyperplasia,FMLE,0.000000000
AGO,2021,Gout,FMLE,0.000000000
AGO,2021,Falls,FMLE,4.270000000
AGO,2021,HIV/AIDS,FMLE,43.000000000
AGO,2021,Acute hepatitis B,FMLE,0.940000000
AGO,2021,Onchocerciasis,FMLE,0.000000000
AGO,2021,Yellow fever,FMLE,0.810000000
AGO,2021,Protein-energy malnutrition,FMLE,8.020000000
AGO,2021,Stomach cancer,FMLE,1.800000000
AGO,2021,Ovary cancer,FMLE,1.360000000
AGO,2021,Childhood behavioural disorders,FMLE,0.000000000
AGO,2021,Non-migraine headache,FMLE,0.000000000
AGO,2021,Chronic obstructive pulmonary disease,FMLE,8.280000000
AGO,2021,Gastritis and duodenitis,FMLE,0.670000000
AGO,2021,Inflammatory bowel disease,FMLE,0.140000000
AGO,2021,Kidney diseases,FMLE,11.970000000
AGO,2021,Exposure to mechanical forces,FMLE,0.480000000
AGO,2021,Self-harm,FMLE,3.850000000
AGO,2021,Trichomoniasis,FMLE,0.000000000
AGO,2021,Meningitis,FMLE,12.060000000
AGO,2021,Acute hepatitis E,FMLE,0.030000000
AGO,2021,Leishmaniasis,FMLE,0.280000000
AGO,2021,Echinococcosis,FMLE,0.320000000
AGO,2021,Trichuriasis,FMLE,0.000000000
AGO,2021,Mouth and oropharynx cancers,FMLE,1.430000000
AGO,2021,Cervix uteri cancer,FMLE,12.430000000
AGO,2021,Testicular cancer,FMLE,0.000000000
AGO,2021,Kidney cancer,FMLE,0.790000000
AGO,2021,Diabetes mellitus,FMLE,14.690000000
AGO,2021,Drug use disorders,FMLE,0.050000000
AGO,2021,Eating disorders,FMLE,0.000000000
AGO,2021,Parkinson disease,FMLE,1.090000000
AGO,2021,Multiple sclerosis,FMLE,0.020000000
AGO,2021,Uncorrected refractive errors,FMLE,0.000000000
AGO,2021,Other vision loss,FMLE,0.000000000
AGO,2021,Stroke,FMLE,47.430000000
AGO,2021,Cirrhosis of the liver,FMLE,16.350000000
AGO,2021,Gynecological diseases,FMLE,0.390000000
AGO,2021,Syphilis,FMLE,3.620000000
AGO,2021,Diphtheria,FMLE,0.260000000
AGO,2021,African trypanosomiasis,FMLE,0.270000000
AGO,2021,Cysticercosis,FMLE,1.810000000
AGO,2021,Rabies,FMLE,0.210000000
AGO,2021,Otitis media,FMLE,0.000000000
AGO,2021,Preterm birth complications,FMLE,37.580000000
AGO,2021,"Trachea, bronchus, lung cancers",FMLE,0.840000000
AGO,2021,Leukaemia,FMLE,1.050000000
AGO,2021,Alcohol use disorders,FMLE,0.540000000
AGO,2021,Alzheimer disease and other dementias,FMLE,8.390000000
AGO,2021,Cataracts,FMLE,0.000000000
AGO,2021,Ischaemic heart disease,FMLE,35.410000000
AGO,2021,Peptic ulcer disease,FMLE,2.500000000
AGO,2021,Infertility,FMLE,0.000000000
AGO,2021,Congenital anomalies,FMLE,9.120000000
AGO,2021,Natural disasters,FMLE,0.080000000
AGO,2021,Tuberculosis,FMLE,52.590000000
AGO,2021,Genital herpes,FMLE,0.000000000
AGO,2021,Dengue,FMLE,0.000000000
AGO,2021,Lower respiratory infections,FMLE,65.120000000
AGO,2021,Vitamin A deficiency,FMLE,0.000000000
AGO,2021,Liver cancer,FMLE,2.020000000
AGO,2021,Bladder cancer,FMLE,0.590000000
AGO,2021,Larynx cancer,FMLE,0.180000000
AGO,2021,Thalassaemias,FMLE,0.120000000
AGO,2021,Bipolar disorder,FMLE,0.000000000
AGO,2021,Rheumatic heart disease,FMLE,2.730000000
AGO,2021,Urolithiasis,FMLE,0.020000000
AGO,2021,Osteoarthritis,FMLE,0.000000000
AGO,2021,Back and neck pain,FMLE,0.000000000
AGO,2021,Oral conditions,FMLE,0.000000000
AGO,2021,Sudden infant death syndrome,FMLE,0.610000000
AGO,2021,Poisonings,FMLE,0.800000000
AGO,2021,"Fire, heat and hot substances",FMLE,2.950000000
AGO,2021,Collective violence and legal intervention,FMLE,0.180000000
ALB,2021,Whooping cough,FMLE,0.000000000
ALB,2021,Malaria,FMLE,0.000000000
ALB,2021,Trachoma,FMLE,0.000000000
ALB,2021,Upper respiratory infections,FMLE,0.070000000
ALB,2021,Iron-deficiency anaemia,FMLE,0.000000000
ALB,2021,Pancreas cancer,FMLE,6.680000000
ALB,2021,"Lymphomas, multiple myeloma",FMLE,2.530000000
ALB,2021,Schizophrenia,FMLE,0.000000000
ALB,2021,Glaucoma,FMLE,0.000000000
ALB,2021,Hypertensive heart disease,FMLE,19.930000000
ALB,2021,Asthma,FMLE,4.450000000
ALB,2021,Paralytic ileus and intestinal obstruction,FMLE,0.750000000
ALB,2021,Pancreatitis,FMLE,0.750000000
ALB,2021,Benign prostatic hyperplasia,FMLE,0.000000000
ALB,2021,Gout,FMLE,0.000000000
ALB,2021,Falls,FMLE,2.440000000
ALB,2021,Diarrhoeal diseases,FMLE,0.510000000
ALB,2021,Acute hepatitis C,FMLE,0.000000000
ALB,2021,Iodine deficiency,FMLE,0.000000000
ALB,2021,Colon and rectum cancers,FMLE,7.420000000
ALB,2021,Prostate cancer,FMLE,0.000000000
ALB,2021,Depressive disorders,FMLE,0.000000000
ALB,2021,Autism and Asperger syndrome,FMLE,0.000000000
ALB,2021,Idiopathic intellectual disability,FMLE,0.000000000
ALB,2021,Migraine,FMLE,0.000000000
ALB,2021,Other hearing loss,FMLE,0.000000000
ALB,2021,Rheumatoid arthritis,FMLE,0.290000000
ALB,2021,Road injury,FMLE,4.780000000
ALB,2021,Interpersonal violence,FMLE,1.940000000
ALB,2021,Encephalitis,FMLE,0.560000000
ALB,2021,Acute hepatitis A,FMLE,0.000000000
ALB,2021,Lymphatic filariasis,FMLE,0.000000000
ALB,2021,Hookworm disease,FMLE,0.000000000
ALB,2021,COVID-19,FMLE,177.140000000
ALB,2021,Oesophagus cancer,FMLE,1.000000000
ALB,2021,Breast cancer,FMLE,23.240000000
ALB,2021,Corpus uteri cancer,FMLE,3.740000000
ALB,2021,Gallbladder and biliary tract cancer,FMLE,0.450000000
ALB,2021,Mesothelioma,FMLE,0.280000000
ALB,2021,Anxiety disorders,FMLE,0.000000000
ALB,2021,Epilepsy,FMLE,1.520000000
ALB,2021,Macular degeneration,FMLE,0.000000000
ALB,2021,"Cardiomyopathy, myocarditis, endocarditis",FMLE,13.650000000
ALB,2021,Appendicitis,FMLE,0.120000000
ALB,2021,Skin diseases,FMLE,0.230000000
ALB,2021,Gonorrhoea,FMLE,0.000000000
ALB,2021,Tetanus,FMLE,0.080000000
ALB,2021,Schistosomiasis,FMLE,0.000000000
ALB,2021,Cysticercosis,FMLE,0.000000000
ALB,2021,Ascariasis,FMLE,0.000000000
ALB,2021,Otitis media,FMLE,0.000000000
ALB,2021,Preterm birth complications,FMLE,3.000000000
ALB,2021,Neonatal sepsis and infections,FMLE,0.240000000
ALB,2021,"Trachea, bronchus, lung cancers",FMLE,14.540000000
ALB,2021,Leukaemia,FMLE,4.850000000
ALB,2021,Alcohol use disorders,FMLE,0.170000000
ALB,2021,Alzheimer disease and other dementias,FMLE,47.090000000
ALB,2021,Cataracts,FMLE,0.000000000
ALB,2021,Ischaemic heart disease,FMLE,256.260000000
ALB,2021,Peptic ulcer disease,FMLE,1.240000000
ALB,2021,Gallbladder and biliary diseases,FMLE,0.600000000
ALB,2021,Infertility,FMLE,0.000000000
ALB,2021,Congenital anomalies,FMLE,2.760000000
ALB,2021,Natural disasters,FMLE,0.000000000
ALB,2021,Syphilis,FMLE,0.020000000
ALB,2021,Genital herpes,FMLE,0.000000000
ALB,2021,Diphtheria,FMLE,0.000000000
ALB,2021,African trypanosomiasis,FMLE,0.000000000
ALB,2021,Dengue,FMLE,0.000000000
ALB,2021,Rabies,FMLE,0.000000000
ALB,2021,Lower respiratory infections,FMLE,16.920000000
ALB,2021,Vitamin A deficiency,FMLE,0.000000000
ALB,2021,Liver cancer,FMLE,4.610000000
ALB,2021,Bladder cancer,FMLE,2.620000000
ALB,2021,Larynx cancer,FMLE,1.000000000
ALB,2021,Thalassaemias,FMLE,0.050000000
ALB,2021,Bipolar disorder,FMLE,0.000000000
ALB,2021,Rheumatic heart disease,FMLE,2.310000000
ALB,2021,Urolithiasis,FMLE,0.040000000
ALB,2021,Back and neck pain,FMLE,0.000000000
ALB,2021,Oral conditions,FMLE,0.000000000
ALB,2021,Sudden infant death syndrome,FMLE,0.030000000
ALB,2021,"Fire, heat and hot substances",FMLE,0.490000000
ALB,2021,Tuberculosis,FMLE,0.210000000
ALB,2021,HIV/AIDS,FMLE,0.280000000
ALB,2021,Acute hepatitis B,FMLE,0.020000000
ALB,2021,Onchocerciasis,FMLE,0.000000000
ALB,2021,Protein-energy malnutrition,FMLE,0.610000000
ALB,2021,Stomach cancer,FMLE,10.600000000
ALB,2021,Ovary cancer,FMLE,6.090000000
ALB,2021,Childhood behavioural disorders,FMLE,0.000000000
ALB,2021,Non-migraine headache,FMLE,0.000000000
ALB,2021,Chronic obstructive pulmonary disease,FMLE,20.820000000
ALB,2021,Gastritis and duodenitis,FMLE,0.090000000
ALB,2021,Inflammatory bowel disease,FMLE,0.850000000
ALB,2021,Kidney diseases,FMLE,15.590000000
ALB,2021,Osteoarthritis,FMLE,0.000000000
ALB,2021,Poisonings,FMLE,0.190000000
ALB,2021,Exposure to mechanical forces,FMLE,0.880000000
ALB,2021,Collective violence and legal intervention,FMLE,0.030000000
ALB,2021,Trichomoniasis,FMLE,0.000000000
ALB,2021,Meningitis,FMLE,0.210000000
ALB,2021,Leishmaniasis,FMLE,0.050000000
ALB,2021,Yellow fever,FMLE,0.000000000
ALB,2021,Trichuriasis,FMLE,0.000000000
ALB,2021,Mouth and oropharynx cancers,FMLE,2.470000000
ALB,2021,Cervix uteri cancer,FMLE,5.920000000
ALB,2021,Testicular cancer,FMLE,0.000000000
ALB,2021,Kidney cancer,FMLE,1.750000000
ALB,2021,Diabetes mellitus,FMLE,8.010000000
ALB,2021,Eating disorders,FMLE,0.000000000
ALB,2021,Multiple sclerosis,FMLE,1.270000000
ALB,2021,Other vision loss,FMLE,0.000000000
ALB,2021,Self-harm,FMLE,2.330000000
ALB,2021,Chlamydia,FMLE,0.010000000
ALB,2021,Measles,FMLE,0.050000000
ALB,2021,Acute hepatitis E,FMLE,0.000000000
ALB,2021,Chagas disease,FMLE,0.000000000
ALB,2021,Echinococcosis,FMLE,0.000000000
ALB,2021,Food-bourne trematodes,FMLE,0.000000000
ALB,2021,Leprosy,FMLE,0.000000000
ALB,2021,Maternal conditions,FMLE,0.150000000
ALB,2021,Birth asphyxia and birth trauma,FMLE,1.040000000
ALB,2021,Melanoma and other skin cancers,FMLE,2.160000000
ALB,2021,Brain and nervous system cancers,FMLE,4.740000000
ALB,2021,Thyroid cancer,FMLE,0.420000000
ALB,2021,Sickle cell disorders and trait,FMLE,0.000000000
ALB,2021,Drug use disorders,FMLE,0.380000000
ALB,2021,Parkinson disease,FMLE,8.480000000
ALB,2021,Uncorrected refractive errors,FMLE,0.000000000
ALB,2021,Stroke,FMLE,290.970000000
ALB,2021,Cirrhosis of the liver,FMLE,5.540000000
ALB,2021,Gynecological diseases,FMLE,0.190000000
ALB,2021,Drowning,FMLE,0.610000000
ARE,2021,Whooping cough,FMLE,0.030000000
ARE,2021,Malaria,FMLE,0.000000000
ARE,2021,Trachoma,FMLE,0.000000000
ARE,2021,Upper respiratory infections,FMLE,0.000000000
ARE,2021,Protein-energy malnutrition,FMLE,0.050000000
ARE,2021,Stomach cancer,FMLE,1.470000000
ARE,2021,Ovary cancer,FMLE,2.260000000
ARE,2021,Childhood behavioural disorders,FMLE,0.000000000
ARE,2021,Non-migraine headache,FMLE,0.000000000
ARE,2021,Other vision loss,FMLE,0.000000000
ARE,2021,Chronic obstructive pulmonary disease,FMLE,1.740000000
ARE,2021,Gastritis and duodenitis,FMLE,0.000000000
ARE,2021,Inflammatory bowel disease,FMLE,0.010000000
ARE,2021,Kidney diseases,FMLE,4.990000000
ARE,2021,Exposure to mechanical forces,FMLE,0.060000000
ARE,2021,Self-harm,FMLE,0.360000000
ARE,2021,Chlamydia,FMLE,0.000000000
ARE,2021,Measles,FMLE,0.000000000
ARE,2021,Chagas disease,FMLE,0.000000000
ARE,2021,Food-bourne trematodes,FMLE,0.000000000
ARE,2021,Leprosy,FMLE,0.000000000
ARE,2021,Maternal conditions,FMLE,0.260000000
ARE,2021,Vitamin A deficiency,FMLE,0.000000000
ARE,2021,Liver cancer,FMLE,1.100000000
ARE,2021,Bladder cancer,FMLE,0.440000000
ARE,2021,Larynx cancer,FMLE,0.090000000
ARE,2021,Thalassaemias,FMLE,0.020000000
ARE,2021,Bipolar disorder,FMLE,0.000000000
ARE,2021,Rheumatic heart disease,FMLE,0.280000000
ARE,2021,Urolithiasis,FMLE,0.020000000
ARE,2021,Osteoarthritis,FMLE,0.000000000
ARE,2021,Back and neck pain,FMLE,0.000000000
ARE,2021,Oral conditions,FMLE,0.000000000
ARE,2021,Sudden infant death syndrome,FMLE,0.100000000
ARE,2021,Poisonings,FMLE,0.040000000
ARE,2021,"Fire, heat and hot substances",FMLE,0.400000000
ARE,2021,Collective violence and legal intervention,FMLE,0.030000000
ARE,2021,Trichomoniasis,FMLE,0.000000000
ARE,2021,Meningitis,FMLE,0.160000000
ARE,2021,Acute hepatitis E,FMLE,0.000000000
ARE,2021,Leishmaniasis,FMLE,0.000000000
ARE,2021,Echinococcosis,FMLE,0.000000000
ARE,2021,Trichuriasis,FMLE,0.000000000
ARE,2021,"Trachea, bronchus, lung cancers",FMLE,1.730000000
ARE,2021,Leukaemia,FMLE,2.120000000
ARE,2021,Alcohol use disorders,FMLE,0.020000000
ARE,2021,Alzheimer disease and other dementias,FMLE,1.150000000
ARE,2021,Cataracts,FMLE,0.000000000
ARE,2021,Ischaemic heart disease,FMLE,15.860000000
ARE,2021,Peptic ulcer disease,FMLE,0.210000000
ARE,2021,Infertility,FMLE,0.000000000
ARE,2021,Congenital anomalies,FMLE,3.030000000
ARE,2021,Natural disasters,FMLE,0.000000000
ARE,2021,HIV/AIDS,FMLE,0.190000000
ARE,2021,Acute hepatitis B,FMLE,0.040000000
ARE,2021,Onchocerciasis,FMLE,0.000000000
ARE,2021,Yellow fever,FMLE,0.000000000
ARE,2021,Neonatal sepsis and infections,FMLE,0.070000000
ARE,2021,Breast cancer,FMLE,8.500000000
ARE,2021,Mesothelioma,FMLE,0.090000000
ARE,2021,Anxiety disorders,FMLE,0.000000000
ARE,2021,Epilepsy,FMLE,0.210000000
ARE,2021,Macular degeneration,FMLE,0.000000000
ARE,2021,"Cardiomyopathy, myocarditis, endocarditis",FMLE,0.830000000
ARE,2021,Appendicitis,FMLE,0.020000000
ARE,2021,Gallbladder and biliary diseases,FMLE,0.260000000
ARE,2021,Skin diseases,FMLE,0.190000000
ARE,2021,Tuberculosis,FMLE,0.670000000
ARE,2021,Genital herpes,FMLE,0.000000000
ARE,2021,Dengue,FMLE,0.000000000
ARE,2021,Lower respiratory infections,FMLE,2.930000000
ARE,2021,Oesophagus cancer,FMLE,0.290000000
ARE,2021,Corpus uteri cancer,FMLE,1.240000000
ARE,2021,Gallbladder and biliary tract cancer,FMLE,0.280000000
ARE,2021,Autism and Asperger syndrome,FMLE,0.000000000
ARE,2021,Migraine,FMLE,0.000000000
ARE,2021,Other hearing loss,FMLE,0.000000000
ARE,2021,Rheumatoid arthritis,FMLE,0.020000000
ARE,2021,Road injury,FMLE,3.850000000
ARE,2021,Interpersonal violence,FMLE,0.180000000
ARE,2021,Syphilis,FMLE,0.090000000
ARE,2021,Diphtheria,FMLE,0.000000000
ARE,2021,African trypanosomiasis,FMLE,0.000000000
ARE,2021,Cysticercosis,FMLE,0.000000000
ARE,2021,Rabies,FMLE,0.000000000
ARE,2021,Otitis media,FMLE,0.000000000
ARE,2021,Preterm birth complications,FMLE,1.740000000
ARE,2021,Iodine deficiency,FMLE,0.000000000
ARE,2021,Colon and rectum cancers,FMLE,3.180000000
ARE,2021,Prostate cancer,FMLE,0.000000000
ARE,2021,Depressive disorders,FMLE,0.000000000
ARE,2021,Idiopathic intellectual disability,FMLE,0.000000000
ARE,2021,Asthma,FMLE,0.570000000
ARE,2021,Pancreatitis,FMLE,0.150000000
ARE,2021,Benign prostatic hyperplasia,FMLE,0.000000000
ARE,2021,Gout,FMLE,0.000000000
ARE,2021,Falls,FMLE,0.650000000
ARE,2021,Gonorrhoea,FMLE,0.000000000
ARE,2021,Tetanus,FMLE,0.030000000
ARE,2021,Acute hepatitis A,FMLE,0.010000000
ARE,2021,Schistosomiasis,FMLE,0.000000000
ARE,2021,Ascariasis,FMLE,0.000000000
ARE,2021,COVID-19,FMLE,18.200000000
ARE,2021,Birth asphyxia and birth trauma,FMLE,0.460000000
ARE,2021,Iron-deficiency anaemia,FMLE,0.000000000
ARE,2021,Pancreas cancer,FMLE,1.110000000
ARE,2021,Melanoma and other skin cancers,FMLE,0.220000000
