DIM_COUNTRY_CODE,DIM_YEAR_CODE,DIM_GHECAUSE_TITLE,DIM_SEX_CODE,VAL_DTHS_RATE100K_NUMERIC
AFG,2021,Uncorrected refractive errors,MLE,0.000000000
AFG,2021,Stroke,MLE,42.700000000
AFG,2021,Cirrhosis of the liver,MLE,9.650000000
AFG,2021,Gynecological diseases,MLE,0.000000000
AFG,2021,Drowning,MLE,7.320000000
AFG,2021,Whooping cough,MLE,1.720000000
AFG,2021,Malaria,MLE,0.200000000
AFG,2021,Trachoma,MLE,0.000000000
AFG,2021,Upper respiratory infections,MLE,0.020000000
AFG,2021,Iron-deficiency anaemia,MLE,0.000000000
AFG,2021,Pancreas cancer,MLE,0.870000000
AFG,2021,"Lymphomas, multiple myeloma",MLE,1.710000000
AFG,2021,Schizophrenia,MLE,0.000000000
AFG,2021,Glaucoma,MLE,0.000000000
AFG,2021,Hypertensive heart disease,MLE,16.090000000
AFG,2021,Asthma,MLE,4.110000000
AFG,2021,Paralytic ileus and intestinal obstruction,MLE,0.410000000
AFG,2021,Pancreatitis,MLE,0.210000000
AFG,2021,Benign prostatic hyperplasia,MLE,0.000000000
AFG,2021,Gout,MLE,0.000000000
AFG,2021,Falls,MLE,8.170000000
AFG,2021,Diarrhoeal diseases,MLE,7.520000000
AFG,2021,Acute hepatitis C,MLE,0.110000000
AFG,2021,Iodine deficiency,MLE,0.000000000
AFG,2021,Colon and rectum cancers,MLE,1.620000000
AFG,2021,Prostate cancer,MLE,1.210000000
AFG,2021,Depressive disorders,MLE,0.000000000
AFG,2021,Autism and Asperger syndrome,MLE,0.000000000
AFG,2021,Idiopathic intellectual disability,MLE,0.000000000
AFG,2021,Migraine,MLE,0.000000000
AFG,2021,Other hearing loss,MLE,0.000000000
AFG,2021,Rheumatoid arthritis,MLE,0.020000000
AFG,2021,Road injury,MLE,36.770000000
AFG,2021,Interpersonal violence,MLE,13.250000000
AFG,2021,Encephalitis,MLE,0.300000000
AFG,2021,Acute hepatitis A,MLE,1.540000000
AFG,2021,Lymphatic filariasis,MLE,0.000000000
AFG,2021,Hookworm disease,MLE,0.000000000
AFG,2021,COVID-19,MLE,88.700000000
AFG,2021,Oesophagus cancer,MLE,2.170000000
AFG,2021,Breast cancer,MLE,0.050000000
AFG,2021,Corpus uteri cancer,MLE,0.000000000
AFG,2021,Gallbladder and biliary tract cancer,MLE,0.150000000
AFG,2021,Mesothelioma,MLE,0.040000000
AFG,2021,Anxiety disorders,MLE,0.000000000
AFG,2021,Epilepsy,MLE,2.130000000
AFG,2021,Macular degeneration,MLE,0.000000000
AFG,2021,"Cardiomyopathy, myocarditis, endocarditis",MLE,1.680000000
AFG,2021,Appendicitis,MLE,0.340000000
AFG,2021,Skin diseases,MLE,0.260000000
AFG,2021,Gonorrhoea,MLE,0.000000000
AFG,2021,Tetanus,MLE,0.910000000
AFG,2021,Schistosomiasis,MLE,0.000000000
AFG,2021,Cysticercosis,MLE,0.000000000
AFG,2021,Ascariasis,MLE,0.030000000
AFG,2021,Otitis media,MLE,0.000000000
AFG,2021,Preterm birth complications,MLE,56.270000000
AFG,2021,Neonatal sepsis and infections,MLE,8.620000000
AFG,2021,"Trachea, bronchus, lung cancers",MLE,4.100000000
AFG,2021,Leukaemia,MLE,2.070000000
AFG,2021,Alcohol use disorders,MLE,0.210000000
AFG,2021,Alzheimer disease and other dementias,MLE,2.520000000
AFG,2021,Cataracts,MLE,0.000000000
AFG,2021,Ischaemic heart disease,MLE,81.410000000
AFG,2021,Peptic ulcer disease,MLE,2.040000000
AFG,2021,Gallbladder and biliary diseases,MLE,0.310000000
AFG,2021,Infertility,MLE,0.000000000
AFG,2021,Congenital anomalies,MLE,12.550000000
AFG,2021,Natural disasters,MLE,1.040000000
AGO,2021,Diarrhoeal diseases,MLE,45.540000000
AGO,2021,Encephalitis,MLE,0.550000000
AGO,2021,Acute hepatitis C,MLE,0.080000000
AGO,2021,Lymphatic filariasis,MLE,0.000000000
AGO,2021,Hookworm disease,MLE,0.000000000
AGO,2021,Oesophagus cancer,MLE,3.160000000
AGO,2021,Corpus uteri cancer,MLE,0.000000000
AGO,2021,Gallbladder and biliary tract cancer,MLE,0.070000000
AGO,2021,Autism and Asperger syndrome,MLE,0.000000000
AGO,2021,Migraine,MLE,0.000000000
AGO,2021,Other hearing loss,MLE,0.000000000
AGO,2021,Rheumatoid arthritis,MLE,0.000000000
AGO,2021,Road injury,MLE,20.750000000
AGO,2021,Interpersonal violence,MLE,14.340000000
AGO,2021,Gonorrhoea,MLE,0.010000000
AGO,2021,Tetanus,MLE,1.020000000
AGO,2021,Acute hepatitis A,MLE,0.060000000
AGO,2021,Schistosomiasis,MLE,1.100000000
AGO,2021,Ascariasis,MLE,0.170000000
AGO,2021,COVID-19,MLE,30.140000000
AGO,2021,Neonatal sepsis and infections,MLE,7.410000000
AGO,2021,Breast cancer,MLE,0.190000000
AGO,2021,Mesothelioma,MLE,0.020000000
AGO,2021,Anxiety disorders,MLE,0.000000000
AGO,2021,Epilepsy,MLE,5.070000000
AGO,2021,Macular degeneration,MLE,0.000000000
AGO,2021,"Cardiomyopathy, myocarditis, endocarditis",MLE,7.330000000
AGO,2021,Appendicitis,MLE,0.410000000
AGO,2021,Gallbladder and biliary diseases,MLE,0.800000000
AGO,2021,Skin diseases,MLE,1.890000000
AGO,2021,Chlamydia,MLE,0.000000000
AGO,2021,Measles,MLE,1.460000000
AGO,2021,Chagas disease,MLE,0.000000000
AGO,2021,Food-bourne trematodes,MLE,0.000000000
AGO,2021,Leprosy,MLE,0.000000000
AGO,2021,Maternal conditions,MLE,0.000000000
AGO,2021,Birth asphyxia and birth trauma,MLE,30.120000000
AGO,2021,Iron-deficiency anaemia,MLE,0.000000000
AGO,2021,Pancreas cancer,MLE,0.860000000
AGO,2021,Melanoma and other skin cancers,MLE,0.910000000
AGO,2021,Brain and nervous system cancers,MLE,1.380000000
AGO,2021,Thyroid cancer,MLE,0.130000000
AGO,2021,"Lymphomas, multiple myeloma",MLE,2.300000000
AGO,2021,Sickle cell disorders and trait,MLE,1.120000000
AGO,2021,Schizophrenia,MLE,0.000000000
AGO,2021,Glaucoma,MLE,0.000000000
AGO,2021,Hypertensive heart disease,MLE,10.030000000
AGO,2021,Paralytic ileus and intestinal obstruction,MLE,3.060000000
AGO,2021,Drowning,MLE,11.680000000
AGO,2021,Whooping cough,MLE,9.280000000
AGO,2021,Malaria,MLE,59.890000000
AGO,2021,Trachoma,MLE,0.000000000
AGO,2021,Upper respiratory infections,MLE,0.620000000
AGO,2021,Iodine deficiency,MLE,0.000000000
AGO,2021,Colon and rectum cancers,MLE,2.190000000
AGO,2021,Prostate cancer,MLE,9.030000000
AGO,2021,Depressive disorders,MLE,0.000000000
AGO,2021,Idiopathic intellectual disability,MLE,0.000000000
AGO,2021,Asthma,MLE,3.530000000
AGO,2021,Pancreatitis,MLE,0.860000000
AGO,2021,Benign prostatic hyperplasia,MLE,0.000000000
AGO,2021,Gout,MLE,0.000000000
AGO,2021,Falls,MLE,4.050000000
AGO,2021,HIV/AIDS,MLE,40.830000000
AGO,2021,Acute hepatitis B,MLE,0.910000000
AGO,2021,Onchocerciasis,MLE,0.000000000
AGO,2021,Yellow fever,MLE,1.680000000
AGO,2021,Protein-energy malnutrition,MLE,10.280000000
AGO,2021,Stomach cancer,MLE,1.650000000
AGO,2021,Ovary cancer,MLE,0.000000000
AGO,2021,Childhood behavioural disorders,MLE,0.000000000
AGO,2021,Non-migraine headache,MLE,0.000000000
AGO,2021,Chronic obstructive pulmonary disease,MLE,9.140000000
AGO,2021,Gastritis and duodenitis,MLE,0.790000000
AGO,2021,Inflammatory bowel disease,MLE,0.190000000
AGO,2021,Kidney diseases,MLE,18.930000000
AGO,2021,Exposure to mechanical forces,MLE,1.570000000
AGO,2021,Self-harm,MLE,12.470000000
AGO,2021,Trichomoniasis,MLE,0.000000000
AGO,2021,Meningitis,MLE,13.090000000
AGO,2021,Acute hepatitis E,MLE,0.020000000
AGO,2021,Leishmaniasis,MLE,0.640000000
AGO,2021,Echinococcosis,MLE,0.200000000
AGO,2021,Trichuriasis,MLE,0.000000000
AGO,2021,Mouth and oropharynx cancers,MLE,2.200000000
AGO,2021,Cervix uteri cancer,MLE,0.000000000
AGO,2021,Testicular cancer,MLE,0.140000000
AGO,2021,Kidney cancer,MLE,1.080000000
AGO,2021,Diabetes mellitus,MLE,21.880000000
AGO,2021,Drug use disorders,MLE,0.540000000
AGO,2021,Eating disorders,MLE,0.000000000
AGO,2021,Parkinson disease,MLE,1.150000000
AGO,2021,Multiple sclerosis,MLE,0.010000000
AGO,2021,Uncorrected refractive errors,MLE,0.000000000
AGO,2021,Other vision loss,MLE,0.000000000
AGO,2021,Stroke,MLE,42.660000000
AGO,2021,Cirrhosis of the liver,MLE,31.240000000
AGO,2021,Gynecological diseases,MLE,0.000000000
AGO,2021,Syphilis,MLE,5.710000000
AGO,2021,Diphtheria,MLE,0.390000000
AGO,2021,African trypanosomiasis,MLE,0.220000000
AGO,2021,Cysticercosis,MLE,1.250000000
AGO,2021,Rabies,MLE,0.320000000
AGO,2021,Otitis media,MLE,0.010000000
AGO,2021,Preterm birth complications,MLE,49.980000000
AGO,2021,"Trachea, bronchus, lung cancers",MLE,1.520000000
AGO,2021,Leukaemia,MLE,1.220000000
AGO,2021,Alcohol use disorders,MLE,1.670000000
AGO,2021,Alzheimer disease and other dementias,MLE,3.400000000
AGO,2021,Cataracts,MLE,0.000000000
AGO,2021,Ischaemic heart disease,MLE,46.630000000
AGO,2021,Peptic ulcer disease,MLE,2.860000000
AGO,2021,Infertility,MLE,0.000000000
AGO,2021,Congenital anomalies,MLE,11.040000000
AGO,2021,Natural disasters,MLE,0.060000000
AGO,2021,Tuberculosis,MLE,69.030000000
AGO,2021,Genital herpes,MLE,0.000000000
AGO,2021,Dengue,MLE,0.000000000
AGO,2021,Lower respiratory infections,MLE,82.670000000
AGO,2021,Vitamin A deficiency,MLE,0.000000000
AGO,2021,Liver cancer,MLE,3.440000000
AGO,2021,Bladder cancer,MLE,0.710000000
AGO,2021,Larynx cancer,MLE,1.000000000
AGO,2021,Thalassaemias,MLE,0.090000000
AGO,2021,Bipolar disorder,MLE,0.000000000
AGO,2021,Rheumatic heart disease,MLE,1.550000000
AGO,2021,Urolithiasis,MLE,0.050000000
AGO,2021,Osteoarthritis,MLE,0.000000000
AGO,2021,Back and neck pain,MLE,0.000000000
AGO,2021,Oral conditions,MLE,0.000000000
AGO,2021,Sudden infant death syndrome,MLE,0.980000000
AGO,2021,Poisonings,MLE,1.200000000
AGO,2021,"Fire, heat and hot substances",MLE,3.480000000
AGO,2021,Collective violence and legal intervention,MLE,0.690000000
ALB,2021,Whooping cough,MLE,0.000000000
ALB,2021,Malaria,MLE,0.000000000
ALB,2021,Trachoma,MLE,0.000000000
ALB,2021,Upper respiratory infections,MLE,0.070000000
ALB,2021,Iron-deficiency anaemia,MLE,0.000000000
ALB,2021,Pancreas cancer,MLE,12.290000000
ALB,2021,"Lymphomas, multiple myeloma",MLE,4.110000000
ALB,2021,Schizophrenia,MLE,0.000000000
ALB,2021,Glaucoma,MLE,0.000000000
ALB,2021,Hypertensive heart disease,MLE,12.390000000
ALB,2021,Asthma,MLE,5.260000000
ALB,2021,Paralytic ileus and intestinal obstruction,MLE,0.830000000
ALB,2021,Pancreatitis,MLE,0.870000000
ALB,2021,Benign prostatic hyperplasia,MLE,0.000000000
ALB,2021,Gout,MLE,0.000000000
ALB,2021,Falls,MLE,3.500000000
ALB,2021,Diarrhoeal diseases,MLE,0.350000000
ALB,2021,Acute hepatitis C,MLE,0.000000000
ALB,2021,Iodine deficiency,MLE,0.000000000
ALB,2021,Colon and rectum cancers,MLE,10.110000000
ALB,2021,Prostate cancer,MLE,18.160000000
ALB,2021,Depressive disorders,MLE,0.000000000
ALB,2021,Autism and Asperger syndrome,MLE,0.000000000
ALB,2021,Idiopathic intellectual disability,MLE,0.000000000
ALB,2021,Migraine,MLE,0.000000000
ALB,2021,Other hearing loss,MLE,0.000000000
ALB,2021,Rheumatoid arthritis,MLE,0.170000000
ALB,2021,Road injury,MLE,16.080000000
ALB,2021,Interpersonal violence,MLE,4.900000000
ALB,2021,Encephalitis,MLE,0.520000000
ALB,2021,Acute hepatitis A,MLE,0.000000000
ALB,2021,Lymphatic filariasis,MLE,0.000000000
ALB,2021,Hookworm disease,MLE,0.000000000
ALB,2021,COVID-19,MLE,319.190000000
ALB,2021,Oesophagus cancer,MLE,3.330000000
ALB,2021,Breast cancer,MLE,0.560000000
ALB,2021,Corpus uteri cancer,MLE,0.000000000
ALB,2021,Gallbladder and biliary tract cancer,MLE,0.960000000
ALB,2021,Mesothelioma,MLE,0.920000000
ALB,2021,Anxiety disorders,MLE,0.000000000
ALB,2021,Epilepsy,MLE,1.610000000
ALB,2021,Macular degeneration,MLE,0.000000000
ALB,2021,"Cardiomyopathy, myocarditis, endocarditis",MLE,12.460000000
ALB,2021,Appendicitis,MLE,0.090000000
ALB,2021,Skin diseases,MLE,0.190000000
ALB,2021,Gonorrhoea,MLE,0.000000000
ALB,2021,Tetanus,MLE,0.100000000
ALB,2021,Schistosomiasis,MLE,0.000000000
ALB,2021,Cysticercosis,MLE,0.000000000
ALB,2021,Ascariasis,MLE,0.000000000
ALB,2021,Otitis media,MLE,0.000000000
ALB,2021,Preterm birth complications,MLE,3.870000000
ALB,2021,Neonatal sepsis and infections,MLE,0.320000000
ALB,2021,"Trachea, bronchus, lung cancers",MLE,62.110000000
ALB,2021,Leukaemia,MLE,7.060000000
ALB,2021,Alcohol use disorders,MLE,0.390000000
ALB,2021,Alzheimer disease and other dementias,MLE,19.470000000
ALB,2021,Cataracts,MLE,0.000000000
ALB,2021,Ischaemic heart disease,MLE,207.610000000
ALB,2021,Peptic ulcer disease,MLE,1.340000000
ALB,2021,Gallbladder and biliary diseases,MLE,0.490000000
ALB,2021,Infertility,MLE,0.000000000
ALB,2021,Congenital anomalies,MLE,3.300000000
ALB,2021,Natural disasters,MLE,0.000000000
ALB,2021,Syphilis,MLE,0.030000000
ALB,2021,Genital herpes,MLE,0.000000000
ALB,2021,Diphtheria,MLE,0.000000000
ALB,2021,African trypanosomiasis,MLE,0.000000000
ALB,2021,Dengue,MLE,0.000000000
ALB,2021,Rabies,MLE,0.000000000
ALB,2021,Lower respiratory infections,MLE,14.150000000
ALB,2021,Vitamin A deficiency,MLE,0.000000000
ALB,2021,Liver cancer,MLE,6.850000000
ALB,2021,Bladder cancer,MLE,10.620000000
ALB,2021,Larynx cancer,MLE,5.670000000
ALB,2021,Thalassaemias,MLE,0.030000000
ALB,2021,Bipolar disorder,MLE,0.000000000
ALB,2021,Rheumatic heart disease,MLE,1.200000000
ALB,2021,Urolithiasis,MLE,0.090000000
ALB,2021,Back and neck pain,MLE,0.000000000
ALB,2021,Oral conditions,MLE,0.000000000
ALB,2021,Sudden infant death syndrome,MLE,0.060000000
ALB,2021,"Fire, heat and hot substances",MLE,0.390000000
ALB,2021,Tuberculosis,MLE,0.470000000
ALB,2021,HIV/AIDS,MLE,0.920000000
ALB,2021,Acute hepatitis B,MLE,0.030000000
ALB,2021,Onchocerciasis,MLE,0.000000000
ALB,2021,Protein-energy malnutrition,MLE,0.420000000
ALB,2021,Stomach cancer,MLE,22.000000000
ALB,2021,Ovary cancer,MLE,0.000000000
ALB,2021,Childhood behavioural disorders,MLE,0.000000000
ALB,2021,Non-migraine headache,MLE,0.000000000
ALB,2021,Chronic obstructive pulmonary disease,MLE,24.540000000
ALB,2021,Gastritis and duodenitis,MLE,0.080000000
ALB,2021,Inflammatory bowel disease,MLE,0.630000000
ALB,2021,Kidney diseases,MLE,13.050000000
ALB,2021,Osteoarthritis,MLE,0.000000000
ALB,2021,Poisonings,MLE,0.230000000
ALB,2021,Exposure to mechanical forces,MLE,2.190000000
ALB,2021,Collective violence and legal intervention,MLE,0.090000000
ALB,2021,Trichomoniasis,MLE,0.000000000
ALB,2021,Meningitis,MLE,0.220000000
ALB,2021,Leishmaniasis,MLE,0.070000000
ALB,2021,Yellow fever,MLE,0.000000000
ALB,2021,Trichuriasis,MLE,0.000000000
ALB,2021,Mouth and oropharynx cancers,MLE,5.310000000
ALB,2021,Cervix uteri cancer,MLE,0.000000000
ALB,2021,Testicular cancer,MLE,0.530000000
ALB,2021,Kidney cancer,MLE,5.310000000
ALB,2021,Diabetes mellitus,MLE,5.920000000
ALB,2021,Eating disorders,MLE,0.000000000
ALB,2021,Multiple sclerosis,MLE,0.890000000
ALB,2021,Other vision loss,MLE,0.000000000
ALB,2021,Self-harm,MLE,3.190000000
ALB,2021,Chlamydia,MLE,0.000000000
ALB,2021,Measles,MLE,0.090000000
ALB,2021,Acute hepatitis E,MLE,0.000000000
ALB,2021,Chagas disease,MLE,0.000000000
ALB,2021,Echinococcosis,MLE,0.000000000
ALB,2021,Food-bourne trematodes,MLE,0.000000000
ALB,2021,Leprosy,MLE,0.000000000
ALB,2021,Maternal conditions,MLE,0.000000000
ALB,2021,Birth asphyxia and birth trauma,MLE,1.350000000
ALB,2021,Melanoma and other skin cancers,MLE,3.240000000
ALB,2021,Brain and nervous system cancers,MLE,9.910000000
ALB,2021,Thyroid cancer,MLE,0.390000000
ALB,2021,Sickle cell disorders and trait,MLE,0.000000000
ALB,2021,Drug use disorders,MLE,0.780000000
ALB,2021,Parkinson disease,MLE,8.550000000
ALB,2021,Uncorrected refractive errors,MLE,0.000000000
ALB,2021,Stroke,MLE,172.290000000
ALB,2021,Cirrhosis of the liver,MLE,8.100000000
ALB,2021,Gynecological diseases,MLE,0.000000000
ALB,2021,Drowning,MLE,1.200000000
ARE,2021,Whooping cough,MLE,0.020000000
ARE,2021,Malaria,MLE,0.000000000
ARE,2021,Trachoma,MLE,0.000000000
ARE,2021,Upper respiratory infections,MLE,0.030000000
ARE,2021,Protein-energy malnutrition,MLE,0.050000000
ARE,2021,Stomach cancer,MLE,1.100000000
ARE,2021,Ovary cancer,MLE,0.000000000
ARE,2021,Childhood behavioural disorders,MLE,0.000000000
ARE,2021,Non-migraine headache,MLE,0.000000000
ARE,2021,Other vision loss,MLE,0.000000000
ARE,2021,Chronic obstructive pulmonary disease,MLE,5.350000000
ARE,2021,Gastritis and duodenitis,MLE,0.000000000
ARE,2021,Inflammatory bowel disease,MLE,0.060000000
ARE,2021,Kidney diseases,MLE,5.730000000
ARE,2021,Exposure to mechanical forces,MLE,1.880000000
ARE,2021,Self-harm,MLE,2.460000000
ARE,2021,Chlamydia,MLE,0.000000000
ARE,2021,Measles,MLE,0.000000000
ARE,2021,Chagas disease,MLE,0.000000000
ARE,2021,Food-bourne trematodes,MLE,0.000000000
ARE,2021,Leprosy,MLE,0.000000000
ARE,2021,Maternal conditions,MLE,0.000000000
ARE,2021,Vitamin A deficiency,MLE,0.000000000
ARE,2021,Liver cancer,MLE,0.660000000
ARE,2021,Bladder cancer,MLE,0.660000000
ARE,2021,Larynx cancer,MLE,0.260000000
ARE,2021,Thalassaemias,MLE,0.030000000
ARE,2021,Bipolar disorder,MLE,0.000000000
ARE,2021,Rheumatic heart disease,MLE,0.690000000
ARE,2021,Urolithiasis,MLE,0.000000000
ARE,2021,Osteoarthritis,MLE,0.000000000
ARE,2021,Back and neck pain,MLE,0.000000000
ARE,2021,Oral conditions,MLE,0.000000000
ARE,2021,Sudden infant death syndrome,MLE,0.070000000
ARE,2021,Poisonings,MLE,0.210000000
ARE,2021,"Fire, heat and hot substances",MLE,0.620000000
ARE,2021,Collective violence and legal intervention,MLE,0.090000000
ARE,2021,Trichomoniasis,MLE,0.000000000
ARE,2021,Meningitis,MLE,0.450000000
ARE,2021,Acute hepatitis E,MLE,0.020000000
ARE,2021,Leishmaniasis,MLE,0.000000000
ARE,2021,Echinococcosis,MLE,0.000000000
ARE,2021,Trichuriasis,MLE,0.000000000
ARE,2021,"Trachea, bronchus, lung cancers",MLE,1.990000000
ARE,2021,Leukaemia,MLE,1.250000000
ARE,2021,Alcohol use disorders,MLE,0.180000000
ARE,2021,Alzheimer disease and other dementias,MLE,2.670000000
ARE,2021,Cataracts,MLE,0.000000000
ARE,2021,Ischaemic heart disease,MLE,30.600000000
ARE,2021,Peptic ulcer disease,MLE,0.320000000
ARE,2021,Infertility,MLE,0.000000000
ARE,2021,Congenital anomalies,MLE,2.710000000
ARE,2021,Natural disasters,MLE,0.000000000
ARE,2021,HIV/AIDS,MLE,0.280000000
ARE,2021,Acute hepatitis B,MLE,0.310000000
ARE,2021,Onchocerciasis,MLE,0.000000000
ARE,2021,Yellow fever,MLE,0.000000000
ARE,2021,Neonatal sepsis and infections,MLE,0.060000000
ARE,2021,Breast cancer,MLE,0.030000000
ARE,2021,Mesothelioma,MLE,0.060000000
ARE,2021,Anxiety disorders,MLE,0.000000000
ARE,2021,Epilepsy,MLE,0.440000000
ARE,2021,Macular degeneration,MLE,0.000000000
ARE,2021,"Cardiomyopathy, myocarditis, endocarditis",MLE,2.180000000
ARE,2021,Appendicitis,MLE,0.030000000
ARE,2021,Gallbladder and biliary diseases,MLE,0.140000000
ARE,2021,Skin diseases,MLE,0.290000000
ARE,2021,Tuberculosis,MLE,0.230000000
ARE,2021,Genital herpes,MLE,0.000000000
ARE,2021,Dengue,MLE,0.000000000
ARE,2021,Lower respiratory infections,MLE,3.800000000
ARE,2021,Oesophagus cancer,MLE,0.280000000
ARE,2021,Corpus uteri cancer,MLE,0.000000000
ARE,2021,Gallbladder and biliary tract cancer,MLE,0.070000000
ARE,2021,Autism and Asperger syndrome,MLE,0.000000000
ARE,2021,Migraine,MLE,0.000000000
ARE,2021,Other hearing loss,MLE,0.000000000
ARE,2021,Rheumatoid arthritis,MLE,0.030000000
ARE,2021,Road injury,MLE,7.060000000
ARE,2021,Interpersonal violence,MLE,0.940000000
ARE,2021,Syphilis,MLE,0.110000000
ARE,2021,Diphtheria,MLE,0.000000000
ARE,2021,African trypanosomiasis,MLE,0.000000000
ARE,2021,Cysticercosis,MLE,0.000000000
ARE,2021,Rabies,MLE,0.000000000
ARE,2021,Otitis media,MLE,0.000000000
ARE,2021,Preterm birth complications,MLE,1.250000000
ARE,2021,Iodine deficiency,MLE,0.000000000
ARE,2021,Colon and rectum cancers,MLE,1.780000000
ARE,2021,Prostate cancer,MLE,0.660000000
ARE,2021,Depressive disorders,MLE,0.000000000
ARE,2021,Idiopathic intellectual disability,MLE,0.000000000
ARE,2021,Asthma,MLE,1.880000000
ARE,2021,Pancreatitis,MLE,0.340000000
ARE,2021,Benign prostatic hyperplasia,MLE,0.000000000
ARE,2021,Gout,MLE,0.000000000
ARE,2021,Falls,MLE,3.070000000
ARE,2021,Gonorrhoea,MLE,0.000000000
ARE,2021,Tetanus,MLE,0.060000000
ARE,2021,Acute hepatitis A,MLE,0.070000000
ARE,2021,Schistosomiasis,MLE,0.000000000
ARE,2021,Ascariasis,MLE,0.000000000
ARE,2021,COVID-19,MLE,15.480000000
ARE,2021,Birth asphyxia and birth trauma,MLE,0.330000000
ARE,2021,Iron-deficiency anaemia,MLE,0.000000000
ARE,2021,Pancreas cancer,MLE,0.620000000
ARE,2021,Melanoma and other skin cancers,MLE,0.220000000
ARE,2021,Brain and nervous system cancers,MLE,0.860000000
ARE,2021,Thyroid cancer,MLE,0.160000000
ARE,2021,"Lymphomas, multiple myeloma",MLE,1.000000000
ARE,2021,Sickle cell disorders and trait,MLE,0.040000000
ARE,2021,Schizophrenia,MLE,0.000000000
ARE,2021,Glaucoma,MLE,0.000000000
ARE,2021,Hypertensive heart disease,MLE,4.950000000
ARE,2021,Paralytic ileus and intestinal obstruction,MLE,0.250000000
ARE,2021,Drowning,MLE,0.900000000
ARE,2021,Diarrhoeal diseases,MLE,0.260000000
ARE,2021,Encephalitis,MLE,0.040000000
ARE,2021,Acute hepatitis C,MLE,0.020000000
ARE,2021,Lymphatic filariasis,MLE,0.000000000
ARE,2021,Hookworm disease,MLE,0.000000000
ARE,2021,Mouth and oropharynx cancers,MLE,0.580000000
ARE,2021,Cervix uteri cancer,MLE,0.000000000
ARE,2021,Testicular cancer,MLE,0.040000000
ARE,2021,Kidney cancer,MLE,0.320000000
